"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"224051" 551.036571733182 0.012301034447311 0.565740682481517 0.0217432382507031 0.982652772778845 0.99920985887331
"169962" 46.9283123059543 -0.985123459773101 1.0926844265146 -0.901562643219333 0.367289242901682 0.861928715565708
"107404" 1921.59971781801 0.439565807685215 0.383372666217652 1.14657576405215 0.251556997793194 0.779454189293761
"284372" 0 NA NA NA NA NA
"162576" 728.610503538234 -1.55867668422696 0.808969625045601 -1.92674315075686 0.0540116473810624 0.415260565918445
"175756" 1741.47615701705 -0.26498079849345 0.517792895650104 -0.511750548760927 0.608825603685357 0.947652293901447
"223663" 0.450833680930314 -2.22087630863635 3.46164968665128 -0.641565874559878 0.521155096277702 NA
"221978" 4346.96362904438 0.0779928705941316 0.574685879811472 0.135713914912469 0.892047446991834 0.99018121006846
"224870" 360.820980681803 -0.0626225371695085 0.439132137075134 -0.142605224902485 0.886601970785534 0.99018121006846
"242485" 1301.55863810809 0.130860277204448 0.469439199950578 0.278758734290244 0.780429984826542 0.973785095288899
"264293" 0 NA NA NA NA NA
"272455" 202.76388484839 -0.381127676081429 0.55867853875297 -0.682194946904792 0.495115689449861 0.918220876416769
"235098" 222.529662513869 0.744610619523923 0.899917431222856 0.827421042964027 0.40799845756973 0.884244435480235
"225905" 11.4617342409302 0.735799088074193 0.903158811525115 0.814695132998469 0.415246839967944 0.88740795668272
"205116" 5.39198098407839 -0.643108422571077 1.38789234138973 -0.463370539192629 0.643098792028992 0.952349717494737
"225285" 27.0993306831399 0.00820614903061179 0.654918540503716 0.0125300301077142 0.990002744028966 0.999665960502284
"179403" 1221.9063024905 -1.09518076167635 0.577704149508528 -1.8957467461642 0.0579935407602631 0.430124209111068
"215915" 145.779482740282 -0.34607556863606 0.710320318207082 -0.487210572139607 0.626109114015353 0.950018411179135
"160072" 1609.69678377201 -0.716443928052856 0.561389173393356 -1.27619833443217 0.201885417274518 0.723911808744528
"284740" 41.392694662808 -0.482411068829617 0.712893536782186 -0.676694406582916 0.498599866103789 0.919816297009078
"197785" 1203.43456165325 -0.050709377120943 0.451334745900467 -0.112354250545838 0.910542528347745 0.991638193326956
"205090" 131.990994419359 0.382878547933269 0.717786152978553 0.533415901580799 0.593745712339027 0.94326025073201
"160075" 8965.64778568425 -0.163147898964589 0.595543764724579 -0.273947791292954 0.784124743748705 0.974516576249034
"215014" 415.660447630222 -1.03379638722312 0.779961042981538 -1.32544618289043 0.185023207957885 0.699295772216919
"274481" 0.20782752305419 -1.2369368243813 3.52167581592682 -0.351235289400357 0.72541183741729 NA
"228594" 1930.66097678778 0.47169959341785 0.551688453046205 0.855010814189262 0.392545160987578 0.874409852962848
"286989" 135.620258196439 -0.26773246845651 0.556575322265426 -0.481035464107104 0.630491293763851 0.951222493983608
"272106" 214.216619862213 -0.0464868822677524 0.356951492298524 -0.130233052027346 0.896382045517008 0.99018121006846
"197530" 2403.55488333954 0.263327236066465 0.462841815730429 0.568935707874401 0.569399771628187 0.937117907971817
"189409" 10.794098174669 0.314070502919194 0.81029404525487 0.387600655291014 0.698311583911575 0.963045168994633
"248333" 807.068747439558 0.302162178712518 0.391467738573074 0.771869937006608 0.440191464492333 0.90147968471073
"272004" 1.24864793371207 1.13591842677128 2.37943667238951 0.477389644344074 0.633084686941607 NA
"189339" 842.250245110349 0.773841407067773 0.496855304353823 1.55747840525559 0.119356943744888 0.591557769366287
"269737" 0 NA NA NA NA NA
"215914" 4.34768464000116 1.38017024790305 1.50996335210242 0.914042215648046 0.360694663674631 0.858379763399901
"8128" 30.5797575091689 -0.791036587268013 1.01868351523966 -0.776528308776953 0.437437112713977 0.899675577668916
"268575" 0.243006157876124 -1.37607058751137 3.51456990025159 -0.391533139634771 0.695403197901245 NA
"227775" 0 NA NA NA NA NA
"215790" 46.7243112003885 0.287819153077408 0.605652591460168 0.475221533162278 0.634629080561641 0.95213235579688
"8130" 1117.46933937412 -0.222150907929452 0.445185108921525 -0.499007948553399 0.617773784444805 0.949263993250513
"78369" 5675.03407774232 0.343020240271377 0.3854650795468 0.889886680979436 0.373526736335088 0.865452414687637
"231050" 11.7928683167442 -0.555463431438701 1.04316960146262 -0.532476627635517 0.594395925298202 0.943619839432555
"169885" 16.6389724922855 -2.44488924671996 0.963070648407326 -2.53863955958287 0.0111284408326563 0.195749472614354
"178821" 7.74219795293966 -1.13979572288533 1.36199652722727 -0.836856555872212 0.402673202795461 0.881157371146603
"142609" 23.067190817862 -3.55021997228561 2.16942955027928 -1.63647626714984 0.101739948761764 0.553297776979547
"233542" 0 NA NA NA NA NA
"187730" 2.72047890234407 -0.151609806770923 1.78247562337988 -0.0850557532357413 0.932217066580646 NA
"226969" 0.350724222771391 -1.89617044027826 3.48104042424616 -0.544713708887449 0.585950434808146 NA
"67606" 347.038056211239 0.861248223644962 0.696156599531008 1.23714725138737 0.216032420324452 0.741756410494674
"271806" 0 NA NA NA NA NA
"182873" 0 NA NA NA NA NA
"162585" 1594.54658835812 0.161824245286452 0.486958225789239 0.332316483665873 0.739650294334411 0.969716638585902
"234396" 26.4391159966749 -1.59263042196687 0.901538408953081 -1.76656968372132 0.0773003218669895 0.491682268851506
"157933" 1668.33790233575 0.916638915304967 0.519640543813959 1.76398652148502 0.0777342484891043 0.492666386699089
"287356" 40.8303928066384 0.328044940630309 0.685308780311184 0.478681946087646 0.63216491137803 0.951593781053535
"116151" 528.700757233527 0.36677929836857 0.567363152000149 0.6464630229784 0.517979536776258 0.925326734004074
"272161" 0 NA NA NA NA NA
"269896" 0 NA NA NA NA NA
"272420" 0 NA NA NA NA NA
"157916" 1716.34709651107 -0.0309992773476815 0.384102369770147 -0.0807057695744807 0.935675948330321 0.993771316538841
"157911" 571.86646526981 0.375766321008085 0.445853249118048 0.842802697415341 0.399338799166794 0.880040778087418
"149527" 42.0399999835095 -0.526734347559824 0.963443335763729 -0.546720630064121 0.584570678755884 0.94151683497915
"224387" 0 NA NA NA NA NA
"229393" 0 NA NA NA NA NA
"157881" 615.796938405357 0.100441301442193 0.372287267349406 0.269795156190299 0.787317849490902 0.974947791780891
"197921" 1.42377616339839 0.0218874225448775 2.69225909918767 0.00812976082111917 0.993513460810372 NA
"272449" 157.593840555278 -0.842530474765719 0.702917631923885 -1.19861906502432 0.230676101519574 0.757130141292251
"238164" 213.083570992179 -0.385127304082519 0.845567158268425 -0.455466251635403 0.648773841629799 0.95341971948731
"157873" 10350.8181707322 0.408603454136971 0.575874123308197 0.709536055882639 0.477991884849654 0.913524362430051
"225931" 122.60436237999 -2.02873078278689 0.927710677684248 -2.18681409149134 0.028756098347687 0.313188216520456
"228037" 19.7129865292646 -2.24024146921167 0.929742270783014 -2.40952954341311 0.0159731027754796 0.235961943395858
"157870" 788.582988762776 0.72989642329341 0.38799274647852 1.88121151727206 0.0599431516418206 0.437363376012974
"142606" 79.1895988022137 0.746452747580966 0.551725633005 1.35294193875926 0.176074179859177 0.686332946491788
"237058" 0.259104496923326 1.67215243468405 3.52627179811841 0.474198397178657 0.635358436246913 NA
"215912" 94.2047004476682 0.221730640839215 0.683618980483294 0.324348280503358 0.745674371064026 0.969968538873172
"285945" 0 NA NA NA NA NA
"283259" 0 NA NA NA NA NA
"233234" 0 NA NA NA NA NA
"287396" 0 NA NA NA NA NA
"231630" 0 NA NA NA NA NA
"284745" 5.48847110415445 1.37456565892062 1.53661268943972 0.894542696651691 0.371031595900272 0.863777465695482
"169717" 0 NA NA NA NA NA
"177133" 8.14049560722473 2.32946125327582 1.29029987917141 1.80536423422106 0.0710177040719102 0.474798579797838
"142611" 24.589106813131 -1.64099586941418 1.07644545993222 -1.52445797812878 0.127394346421106 0.605713153298392
"283572" 0 NA NA NA NA NA
"226286" 0 NA NA NA NA NA
"279839" 0 NA NA NA NA NA
"272235" 0 NA NA NA NA NA
"287828" 0 NA NA NA NA NA
"286518" 0 NA NA NA NA NA
"130762" 107.98416328829 1.41797281956564 0.865512294803613 1.6383046527229 0.10135815759383 0.552750648873123
"272088" 0.350724222771391 -1.89617044027826 3.48104042424616 -0.544713708887449 0.585950434808146 NA
"162591" 790.625292404235 0.959764379955029 0.592808170011824 1.61901341531087 0.105444376703486 0.5623557864886
"207776" 0 NA NA NA NA NA
"238260" 48.3496340921835 -0.200758665238793 0.608107801080271 -0.330136638408775 0.741296720280103 0.969716638585902
"158109" 1614.63888222857 0.215732410837021 0.437854539913365 0.492703377883682 0.622222190546008 0.949268109558489
"116213" 405.295876991297 0.0442409728504724 0.370871242709753 0.119289305170247 0.9050461562361 0.99047584398306
"78900" 27.8744838594177 -1.23991476445947 0.693189260832539 -1.78871029099657 0.0736614847481964 0.481437297882668
"227589" 0 NA NA NA NA NA
"235131" 0 NA NA NA NA NA
"227372" 797.927244793974 0.432093814029964 0.466174898301423 0.926892064768742 0.35398257763351 0.855869257694336
"276189" 0 NA NA NA NA NA
"162592" 62.1416622734445 -0.49753274327629 0.699872510622646 -0.710890534668461 0.477152071934916 0.913524362430051
"235169" 246.865818294973 -0.398827611820624 0.411535621283366 -0.969120511553502 0.332485064799752 0.845787907949542
"130764" 1464.11971367685 0.295069927949489 0.337801614961948 0.873500643218439 0.382390255795735 0.869435313430773
"266075" 0 NA NA NA NA NA
"272153" 0 NA NA NA NA NA
"116198" 668.198623754572 0.345501357206242 0.362699225617509 0.952583663827826 0.340801057497758 0.849606318290961
"169598" 274.579053413505 0.33072952257624 0.508955440374811 0.649820193164023 0.515808373674775 0.924430881540616
"198912" 458.692112511669 -0.296458517808321 0.415186734518237 -0.714036584411391 0.475204557523972 0.913524362430051
"236423" 32.0170293018748 -1.03194193600355 0.677435005932849 -1.52330766341567 0.127681750780531 0.606237168971066
"233304" 3.85132670302413 -5.31702389688442 2.38388419286032 -2.23040360467542 0.0257206604892 0.296162751117182
"226374" 0 NA NA NA NA NA
"284668" 3.49692039782413 -5.18485281629351 2.08292280332602 -2.4892198635563 0.0128023766504674 0.210488362377836
"284703" 0.263043167078543 -1.52161731386922 3.50560130910757 -0.434053156562914 0.664249840727941 NA
"229280" 0.103913761527095 -0.516411417289856 3.5338115409304 -0.146134396616378 0.883815293303489 NA
"235054" 5.56564216246011 -0.158306244225163 1.21561744562293 -0.130227025611697 0.89638681329864 0.99018121006846
"284694" 0.558551745825581 -2.54803946815314 3.44595935394623 -0.739428184268972 0.459647033259306 NA
"227169" 0 NA NA NA NA NA
"232596" 4.78395810829385 -0.0562883574888866 1.72735999509149 -0.0325863500653234 0.974004455120479 0.997945942757837
"196581" 33.6707604317278 0.483941039831927 1.00728379799413 0.4804416002676 0.630913419800528 0.951222493983608
"287586" 0 NA NA NA NA NA
"284739" 0.175362111385695 -1.09780516650456 3.52799572264693 -0.311169642144837 0.755671660254822 NA
"284674" 0 NA NA NA NA NA
"231510" 0.62348256916257 -2.69591016912699 3.43992945595528 -0.783710888157829 0.433209772197485 NA
"284616" 0.259104496923326 1.67215243468405 3.52627179811841 0.474198397178657 0.635358436246913 NA
"284692" 0.20782752305419 -1.2369368243813 3.52167581592682 -0.351235289400357 0.72541183741729 NA
"284666" 0 NA NA NA NA NA
"260972" 0 NA NA NA NA NA
"283356" 0 NA NA NA NA NA
"236948" 10.0622047134355 -3.12348147976931 1.27090140460724 -2.45768984788761 0.0139833879861452 0.219397079513518
"264341" 0 NA NA NA NA NA
"264101" 0.350724222771391 -1.89617044027826 3.48104042424616 -0.544713708887449 0.585950434808146 NA
"131697" 449.055731844843 -0.134452394645896 0.492815039774667 -0.272825266670782 0.784987536105749 0.974525540193682
"69424" 5874.96844407303 0.00916508093860115 0.519070999885709 0.017656700028742 0.985912723628806 0.999665960502284
"116254" 19.0965548558084 -1.0535488142961 1.03504477546246 -1.01787752498472 0.308736163683064 0.827589797212234
"285629" 1.70812064914524 -4.14967430353671 2.80814170187232 -1.47772966754844 0.139480150202076 NA
"116251" 178.383986543903 -0.187216499708249 0.516368620716628 -0.362563665174746 0.716930856889199 0.966770066834699
"226944" 0 NA NA NA NA NA
"158286" 649.697353944485 -0.252375777489238 0.684895099339797 -0.368488222112431 0.71250922568698 0.966388960653307
"116237" 1217.11663287069 0.339028731196467 0.332841491533725 1.01858914774787 0.308398058503757 0.827589797212234
"225077" 6.47340739004671 -0.642356153216151 1.33878162412997 -0.479806520823435 0.631364975701854 0.951264917967157
"173673" 0.642210076226372 -0.544698172406026 3.34255052075106 -0.162958845056928 0.870550838336308 NA
"158292" 2912.34983803854 0.417678800338695 0.499479301091572 0.836228447156652 0.403026397766178 0.881441598660603
"97021" 1438.99745504832 -0.685310332273287 0.526406460520842 -1.30186535247919 0.192962418428044 0.710462923616033
"271746" 0 NA NA NA NA NA
"69812" 9.92635617855104 -4.22678074080609 1.38959348509407 -3.04173903097994 0.00235215726322214 0.0884269511253613
"187017" 80.7866068536972 0.792248671031966 0.830840341027918 0.953551039724183 0.340310948848626 0.849206183742708
"265392" 0 NA NA NA NA NA
"231868" 0 NA NA NA NA NA
"215788" 70.6100082279176 -1.44441413551348 0.891316769358932 -1.62053961640635 0.105116411404531 0.561759408470031
"171680" 130.915765291583 0.0390561988333754 0.584864301546721 0.066778223136697 0.946758260123185 0.994344227746315
"162408" 443.038355520703 0.223159132013503 0.46667414527985 0.478190476739784 0.632514640042191 0.951648096323883
"253022" 0 NA NA NA NA NA
"229519" 0 NA NA NA NA NA
"173662" 13.3128972602518 0.458502997311731 0.911906524454357 0.502796048735453 0.61510767195382 0.94903473276463
"204859" 680.908299782063 -0.0612253795176757 0.468560192036843 -0.130667053151757 0.896038696608389 0.99018121006846
"162413" 3664.70167689174 0.518502902281187 0.366455735927433 1.41491277512398 0.157094071855377 0.658960383026083
"116273" 397.350562077596 0.0230903305528359 0.35458001209699 0.0651202260845994 0.948078276524718 0.994344227746315
"41988" 435.188508556653 -0.316850910929482 0.480968243234525 -0.658777196595456 0.510038852584362 0.923050348803144
"7923" 869.198318261791 0.544736317324442 0.447832617310084 1.21638374756268 0.223838772190124 0.751235989259642
"228750" 0.20782752305419 -1.2369368243813 3.52167581592682 -0.351235289400357 0.72541183741729 NA
"284744" 0.350724222771391 -1.89617044027826 3.48104042424616 -0.544713708887449 0.585950434808146 NA
"237436" 17.5868837967094 -0.751311440060163 0.661755424169242 -1.13533098879144 0.256236662825896 0.781763851083026
"171735" 730.731596636416 -0.262653425464375 0.47205809765584 -0.556400635363883 0.577937004654274 0.939474896948913
"227950" 0 NA NA NA NA NA
"237365" 0 NA NA NA NA NA
"207056" 0 NA NA NA NA NA
"237402" 0 NA NA NA NA NA
"237728" 0 NA NA NA NA NA
"225126" 0 NA NA NA NA NA
"270171" 0 NA NA NA NA NA
"270035" 0 NA NA NA NA NA
"269978" 0 NA NA NA NA NA
"49245" 2313.57118628338 0.30531038872499 0.422313218239988 0.722947744798012 0.469711988903959 0.911791332882582
"269925" 0 NA NA NA NA NA
"49246" 403.15529600618 0.87742872901556 0.733521291356837 1.19618713097275 0.231623541690165 0.758977622247568
"236266" 0 NA NA NA NA NA
"49247" 2.03075300362033 -2.64912911552712 2.14299247443721 -1.23618218315154 0.216390851859614 NA
"49249" 6.72704725348643 -2.97563255275761 1.5821203611716 -1.88078772373176 0.0600008007792008 0.437363376012974
"270330" 0 NA NA NA NA NA
"116288" 3690.24701079368 -0.0974843901271937 0.466810159681203 -0.208830909322471 0.834580241126621 0.983088808193399
"200344" 0 NA NA NA NA NA
"284747" 13.3191295677537 -0.608459086911293 0.972393506094676 -0.625733391983442 0.531489827192647 0.927677941910651
"284716" 0 NA NA NA NA NA
"116285" 192.502139281605 0.25696935972033 0.523740508308438 0.490642514076833 0.623679311571896 0.949268109558489
"238290" 7.66435157535225 -2.00155055912606 1.43852048780883 -1.39139523982369 0.164105607308391 0.670424289639555
"232848" 0 NA NA NA NA NA
"229305" 0.383189634439885 -2.0093229421573 3.47379901501812 -0.57842233631551 0.562979017373143 NA
"227634" 0.817656242748907 -1.08676711342424 3.10269754807187 -0.350265243900293 0.726139646464406 NA
"200975" 0 NA NA NA NA NA
"233645" 0.41565504610838 -2.11559302436436 3.4674803467007 -0.610124013068261 0.541779660775893 NA
"251977" 0 NA NA NA NA NA
"162426" 6.46552855610992 -0.750610148755911 1.09655728030353 -0.684515220717098 0.493649881424215 0.917475662471824
"252254" 0 NA NA NA NA NA
"142599" 1915.99175127734 0.330919183870697 0.526382436591023 0.628666841572085 0.529567190538921 0.927466831552245
"232912" 0 NA NA NA NA NA
"221083" 0 NA NA NA NA NA
"270282" 0 NA NA NA NA NA
"234619" 0 NA NA NA NA NA
"224315" 0 NA NA NA NA NA
"222511" 0 NA NA NA NA NA
"226545" 0 NA NA NA NA NA
"228423" 0 NA NA NA NA NA
"229716" 0 NA NA NA NA NA
"74800" 15124.1913139898 -0.364939623915639 0.496375747963256 -0.735208408978622 0.462212578566418 0.909798730729511
"274258" 0 NA NA NA NA NA
"230679" 5.2784883416222 -0.325922734743999 1.15328611813511 -0.282603535773953 0.777480769623588 0.9735764499963
"201725" 0.295508578747038 -1.64212167981051 3.49877348010327 -0.469342096351446 0.638825129899925 NA
"238249" 0.20782752305419 -1.2369368243813 3.52167581592682 -0.351235289400357 0.72541183741729 NA
"232208" 0 NA NA NA NA NA
"232663" 0.20782752305419 -1.2369368243813 3.52167581592682 -0.351235289400357 0.72541183741729 NA
"131686" 2.30185102979275 -4.58221190602222 2.21906292890964 -2.06493103297153 0.0389295263054085 NA
"265141" 0 NA NA NA NA NA
"197241" 2.35312800366189 -2.98880792598358 2.06446520358394 -1.4477395505601 0.147689904338703 NA
"142583" 107.51395485663 -4.70456127520457 1.74034653375438 -2.70323247925551 NA NA
"252404" 0 NA NA NA NA NA
"180758" 204.151815552404 0.37338430866528 0.533791900010154 0.699494144924601 0.484243270845007 0.914898065613349
"228526" 677.582147625767 0.598173637462537 0.73061557681639 0.818725546571345 0.412943017867147 0.886527075016426
"284357" 0 NA NA NA NA NA
"234546" 0 NA NA NA NA NA
"49239" 1627.9542461743 0.892235754479776 0.40931940665197 2.17980320497829 0.02927205227392 0.315264764605014
"171621" 912.746710510433 -0.0503278560392319 0.59524740449273 -0.0845494758303422 0.932619567606722 0.993771057209374
"284652" 11.7526781836461 0.826927706384534 1.00868441430081 0.81980815273897 0.412325482663259 0.886068785479321
"284693" 87.2753784497987 0.628527887756663 0.548484749035524 1.14593503075863 0.251822035266918 0.779953851195804
"252956" 0 NA NA NA NA NA
"235263" 0.701448445542782 -2.87720681301119 3.43331602916552 -0.838025625538033 0.402016311601597 NA
"171612" 436.105694689512 -0.32155381005904 0.531906589217837 -0.604530601006244 0.545490930580203 0.93186263359568
"231181" 0 NA NA NA NA NA
"188807" 1136.90835100968 1.07075460753722 0.484954395874858 2.20794907035656 0.0272478236275531 0.305162579728235
"171608" 1365.04871000071 0.2219543778325 0.599563780622503 0.370193105397483 0.711238613357218 0.966110464637354
"179840" 0 NA NA NA NA NA
"233268" 0 NA NA NA NA NA
"231789" 0 NA NA NA NA NA
"171603" 3617.46691843729 0.903522329039252 0.478703111924711 1.88743775950501 0.0591014704143672 0.433052648178042
"271264" 0 NA NA NA NA NA
"280113" 1.64685233206764 -0.952764676972565 1.97659845814951 -0.482022371840026 0.629790053817854 NA
"178585" 359.585356598123 -0.0680921679480463 0.36960405062773 -0.184230037069127 0.853832996583284 0.986578755854154
"223989" 0 NA NA NA NA NA
"285701" 0 NA NA NA NA NA
"162441" 1205.67780645904 0.491083784110648 0.437886365972836 1.12148681089813 0.262080702500463 0.78691993679433
"228150" 0 NA NA NA NA NA
"173614" 303.053077607365 0.309388273152347 0.43417531624672 0.712588352158963 0.476100521512804 0.913524362430051
"202415" 0 NA NA NA NA NA
"283611" 0 NA NA NA NA NA
"265521" 0 NA NA NA NA NA
"241326" 0 NA NA NA NA NA
"162444" 1123.11111329333 0.113393254888952 0.480293672698328 0.236091502625675 0.81336166750209 0.980751018886278
"130939" 2254.7910969056 0.463042746725198 0.37169137249378 1.24577211361812 0.21284807014547 0.73866177464234
"224340" 0 NA NA NA NA NA
"233623" 0 NA NA NA NA NA
"201746" 0 NA NA NA NA NA
"54523" 843.659166534765 0.503079461649428 0.339593753075514 1.48141553574915 0.138495877337927 0.627347862093489
"264881" 0 NA NA NA NA NA
"199562" 0 NA NA NA NA NA
"264501" 0 NA NA NA NA NA
"284735" 7.49012922570771 -0.205151341289014 1.01638818556911 -0.201843492675137 0.84003907901052 0.983392328332145
"284642" 10.4025209396237 -0.68543584038057 1.1121822049347 -0.616298154510408 0.53769775665936 0.928453128422057
"142657" 1137.76297893122 1.10076113673044 0.460242288744138 2.39169924983226 0.0167705783241154 0.240359262201606
"271989" 0 NA NA NA NA NA
"251503" 14.6566863417163 -1.11447389713409 0.910024446449223 -1.22466369061028 0.220701959988629 0.747356206811825
"175279" 0 NA NA NA NA NA
"241563" 0 NA NA NA NA NA
"160049" 1352.23552666279 -0.493335074835277 0.466945741010096 -1.05651477571697 0.290733093899381 0.814387092249902
